cntry,agea,gndr,eisced,hinctnta,evmar,health,happy
HU,43,2,6,5,1,1,7
HU,79,1,5,2,1,3,6
HU,69,2,2,1,1,3,3
HU,51,1,3,7,2,3,5
HU,58,2,3,7,1,4,6
HU,42,1,4,7,1,2,7
HU,28,1,6,7,1,2,6
HU,41,2,4,3,2,2,6
HU,65,2,3,1,1,3,2
HU,58,2,5,10,1,3,7
HU,43,1,4,4,1,1,8
HU,46,2,6,7,1,2,6
HU,82,2,2,3,2,2,10
HU,17,2,2,2,2,2,8
HU,70,1,7,1,1,3,6
HU,45,2,6,3,2,3,3
HU,37,1,6,10,2,2,9
HU,47,1,3,9,1,2,8
HU,56,2,4,7,1,3,6
HU,33,1,7,7,1,1,8
HU,60,1,4,5,1,3,5
HU,45,1,4,7,2,2,7
HU,57,1,2,7,1,4,3
HU,25,2,7,10,2,1,10
HU,47,2,7,10,2,2,6
HU,45,2,4,10,1,3,8
HU,69,1,3,8,1,2,6
HU,45,1,5,5,1,2,8
HU,42,1,3,3,2,2,5
HU,67,2,4,6,1,3,3
HU,48,1,3,2,2,2,3
HU,43,2,2,1,1,3,3
HU,48,1,3,4,1,1,6
HU,80,2,3,6,1,4,6
HU,81,1,3,1,1,5,5
HU,22,2,4,6,2,2,9
HU,54,1,4,3,1,3,4
HU,35,1,4,3,2,1,9
HU,75,2,3,5,1,3,7
HU,55,2,4,3,1,2,8
HU,82,1,2,6,1,3,7
HU,19,1,2,6,2,2,7
HU,62,2,2,3,1,3,10
HU,42,1,6,10,1,1,8
HU,26,2,4,3,2,2,5
HU,68,2,2,1,1,3,7
HU,41,2,6,3,2,2,7
HU,57,2,4,6,1,2,3
HU,51,1,4,8,2,2,5
HU,47,2,6,5,1,2,7
HU,23,2,4,8,2,2,10
HU,32,2,7,2,2,1,8
HU,74,2,2,4,1,2,7
HU,35,1,4,10,2,1,6
HU,48,1,4,7,1,2,7
HU,43,2,3,8,2,2,5
HU,56,1,3,7,1,3,7
HU,37,1,3,8,2,1,7
HU,84,2,2,1,1,5,3
HU,21,1,4,5,2,2,6
HU,77,2,4,3,1,5,7
HU,27,2,4,9,2,1,8
HU,33,1,3,7,1,2,6
HU,82,2,2,1,1,3,6
HU,68,1,6,10,1,3,10
HU,72,1,4,1,1,1,7
HU,49,2,4,3,1,1,4
HU,73,2,3,1,2,4,6
HU,80,1,6,3,1,4,4
HU,47,1,4,4,1,1,10
HU,61,2,4,3,1,3,5
HU,74,2,2,4,1,3,6
HU,71,2,3,4,1,3,5
HU,76,1,3,6,1,5,3
HU,31,1,6,10,2,1,8
HU,64,1,4,1,1,3,4
HU,46,2,5,5,1,2,8
HU,57,2,4,6,1,2,7
HU,64,1,3,6,1,4,6
HU,33,2,6,6,2,2,8
HU,71,2,6,8,1,3,8
HU,52,2,6,6,1,2,10
HU,48,1,2,3,2,2,6
HU,62,2,4,9,1,2,9
HU,57,1,5,5,1,2,5
HU,35,2,6,9,2,1,10
HU,37,1,4,7,2,2,10
HU,54,1,4,9,2,2,5
HU,38,1,5,9,1,2,7
HU,27,2,4,6,1,1,7
HU,44,1,2,2,2,4,0
HU,88,2,4,1,1,4,3
HU,71,1,6,5,1,3,7
HU,57,2,5,5,1,2,5
HU,77,1,2,4,1,2,8
HU,49,2,3,4,2,2,4
HU,41,1,3,10,1,1,7
HU,71,1,3,3,1,3,4
HU,71,1,4,4,1,3,6
HU,50,2,5,7,1,3,6
HU,59,1,4,1,1,4,8
HU,80,2,3,1,1,5,3
HU,53,1,3,3,2,2,5
HU,77,2,4,1,1,3,7
HU,32,2,3,7,2,2,7
HU,44,1,5,8,2,2,7
HU,50,2,3,8,1,3,7
HU,26,2,4,3,2,2,6
HU,77,1,3,2,1,3,8
HU,39,2,6,9,1,1,9
HU,21,1,5,10,2,2,9
HU,85,2,1,3,1,5,3
HU,34,1,4,6,1,1,6
HU,42,2,6,5,1,2,7
HU,20,2,4,3,2,2,0
HU,17,2,2,9,2,3,8
HU,27,1,4,8,2,3,7
HU,49,2,4,5,1,1,9
HU,38,1,4,5,1,3,8
HU,23,1,3,8,2,1,8
HU,83,1,2,3,1,3,5
HU,65,1,3,6,1,2,8
HU,59,2,3,7,1,3,5
HU,61,1,3,10,1,3,8
HU,63,1,6,9,1,2,8
HU,32,1,5,9,2,2,6
HU,35,2,4,9,1,2,9
HU,63,2,3,7,1,3,5
HU,63,2,6,1,2,4,2
HU,54,1,3,3,1,2,7
HU,78,2,2,6,1,4,2
HU,49,1,3,5,1,2,5
HU,53,2,3,6,1,3,7
HU,31,1,2,2,1,2,6
HU,37,2,3,5,1,1,9
HU,19,1,6,7,2,1,10
HU,19,1,2,1,2,1,9
HU,22,1,3,3,2,2,6
HU,39,2,3,4,1,2,8
HU,70,1,3,1,1,5,5
HU,50,2,4,2,1,2,7
HU,46,2,6,9,1,1,7
HU,46,1,3,4,1,2,6
HU,46,2,3,2,1,2,2
HU,66,2,3,4,1,4,6
HU,49,1,2,9,1,2,6
HU,78,2,2,6,1,3,8
HU,75,2,3,6,1,3,4
HU,35,2,4,8,2,1,8
HU,45,1,3,4,2,2,6
HU,79,2,3,6,1,3,5
HU,37,2,4,7,1,2,10
HU,47,2,2,3,1,2,3
HU,19,2,4,3,2,1,8
HU,19,1,4,10,2,1,10
HU,53,1,4,7,1,3,6
HU,31,2,6,8,1,1,10
HU,51,2,4,7,1,3,5
HU,56,1,3,1,1,2,10
HU,40,1,4,7,2,2,8
HU,27,1,3,9,2,2,7
HU,47,2,4,4,1,2,7
HU,24,1,5,8,2,1,8
HU,66,1,6,5,1,3,8
HU,59,2,3,1,1,3,7
HU,68,1,1,6,1,2,9
HU,50,2,2,4,1,4,5
HU,31,2,6,5,1,2,9
HU,55,2,5,6,1,3,6
HU,78,2,2,2,1,4,4
HU,87,2,2,1,1,5,8
HU,22,1,3,10,2,2,9
HU,44,1,3,7,2,1,10
HU,26,1,3,3,2,3,6
HU,59,1,3,4,1,3,6
HU,76,2,2,5,1,3,10
HU,71,2,3,1,1,3,6
HU,35,2,6,10,1,1,8
HU,55,1,3,1,1,2,9
HU,78,1,3,5,1,2,7
HU,80,2,1,3,1,2,6
HU,71,2,5,2,1,3,5
HU,58,2,3,3,1,3,5
HU,33,2,4,9,1,1,10
HU,51,1,3,2,2,3,3
HU,68,1,3,3,1,3,5
HU,62,2,5,6,1,3,7
HU,77,2,2,5,1,3,6
HU,70,1,3,2,1,3,6
HU,16,1,3,6,2,2,9
HU,36,2,4,6,2,2,5
HU,37,2,4,4,1,3,6
HU,27,1,4,4,2,1,8
HU,77,1,3,6,1,3,5
HU,70,2,3,3,1,3,8
HU,30,1,3,7,2,3,8
HU,36,2,3,9,1,2,8
HU,41,1,5,8,1,1,8
HU,63,2,2,4,1,3,8
HU,75,2,3,1,1,2,8
HU,41,2,4,5,2,1,7
HU,48,1,4,7,1,2,9
HU,49,2,5,5,1,3,7
HU,41,1,3,6,1,2,7
HU,55,1,3,6,1,2,7
HU,23,1,2,3,2,1,10
HU,51,2,4,2,1,2,10
HU,29,2,2,3,2,3,8
HU,61,2,3,3,1,2,7
HU,44,2,2,1,2,2,3
HU,31,1,7,9,1,2,7
HU,52,2,4,7,1,2,8
HU,70,1,3,4,1,2,7
HU,45,1,3,3,1,3,2
HU,37,1,4,10,1,1,10
HU,49,1,3,4,1,3,6
HU,69,1,3,3,1,3,4
HU,75,1,3,2,2,2,0
HU,43,2,2,2,1,2,5
HU,20,1,4,7,2,1,10
HU,52,2,4,4,1,2,7
HU,43,2,6,3,2,3,5
HU,44,2,3,6,1,1,7
HU,77,1,6,10,1,2,10
HU,23,2,5,4,2,1,9
HU,44,2,4,7,2,2,8
HU,21,1,4,5,2,2,8
HU,51,2,3,4,1,1,10
HU,22,1,4,5,2,1,10
HU,54,2,4,10,1,2,9
HU,34,1,6,8,1,2,6
HU,59,2,3,3,2,2,10
HU,65,2,1,6,1,4,2
HU,60,2,3,2,1,2,3
HU,48,2,3,6,1,3,5
HU,32,2,4,9,1,1,5
HU,74,2,3,1,1,2,7
HU,70,2,4,3,1,2,8
HU,61,2,3,2,1,4,6
HU,81,2,2,1,1,2,4
HU,42,2,3,5,2,3,8
HU,43,1,3,3,1,2,10
HU,78,2,4,8,1,3,5
HU,77,2,2,1,2,4,3
HU,52,1,3,7,1,1,10
HU,44,2,4,5,2,1,10
HU,67,2,3,9,1,3,9
HU,53,1,6,9,2,2,6
HU,79,1,1,8,1,3,6
HU,85,2,3,1,1,3,6
HU,41,1,4,6,1,1,8
HU,22,2,5,8,2,3,5
HU,63,1,2,1,1,3,4
HU,52,2,4,8,1,2,8
HU,23,2,4,3,2,2,8
HU,72,2,4,2,1,4,3
HU,70,2,3,6,1,4,5
HU,62,2,4,5,1,2,8
HU,43,2,5,9,2,2,6
HU,56,1,1,3,1,2,8
HU,72,2,5,1,1,3,4
HU,82,1,2,3,1,3,7
HU,42,1,3,8,1,3,5
HU,63,2,3,4,1,2,8
HU,19,1,2,10,2,2,10
HU,81,1,3,5,1,3,7
HU,59,1,3,8,2,2,5
HU,43,1,4,5,1,1,10
HU,67,2,2,2,1,3,10
HU,37,2,3,6,2,1,7
HU,63,2,2,2,1,2,5
HU,66,2,3,8,1,1,9
HU,63,2,4,8,1,3,6
HU,61,2,5,4,1,3,7
HU,45,1,3,8,1,2,8
HU,40,1,5,4,1,2,5
HU,60,1,3,8,1,4,0
HU,32,1,3,9,1,1,7
HU,46,1,3,9,1,2,8
HU,49,2,4,5,1,2,9
HU,51,1,3,4,1,4,5
HU,38,2,5,7,2,2,7
HU,42,2,2,6,1,2,2
HU,66,2,4,7,1,3,8
HU,69,1,3,7,1,3,5
HU,40,2,7,10,1,2,8
HU,53,2,6,7,1,2,7
HU,58,1,4,3,2,3,5
HU,62,2,3,1,1,3,7
HU,24,2,5,2,2,1,10
HU,78,1,2,8,1,2,8
HU,64,1,4,4,1,3,7
HU,74,2,2,1,1,2,10
HU,57,2,2,1,1,3,4
HU,51,2,3,7,1,3,8
HU,23,2,3,2,2,2,10
HU,66,1,4,6,1,4,10
HU,32,2,3,8,1,3,6
HU,45,2,3,6,1,3,3
HU,38,1,5,9,1,3,7
HU,89,2,2,2,1,4,5
HU,44,2,4,9,1,2,7
HU,56,1,3,10,1,2,5
HU,45,1,7,5,2,2,7
HU,38,2,4,5,2,2,7
HU,40,2,4,9,1,2,10
HU,55,2,3,6,1,2,7
HU,57,2,4,7,1,3,4
HU,50,1,5,5,1,3,7
HU,58,2,3,2,1,3,3
HU,54,2,2,2,1,2,7
HU,27,1,2,4,1,2,8
HU,51,1,7,5,1,2,8
HU,55,1,4,6,2,3,7
HU,72,2,3,2,1,4,6
HU,71,2,6,8,1,2,10
HU,43,2,6,8,2,2,8
HU,34,2,3,5,1,2,7
HU,43,1,3,5,2,2,6
HU,72,2,4,3,1,2,8
HU,52,1,4,8,1,3,6
HU,68,1,3,6,1,3,7
HU,54,2,2,1,1,2,6
HU,60,1,3,4,1,3,7
HU,26,1,4,5,2,3,6
HU,71,2,2,1,1,4,3
HU,75,1,6,6,1,3,8
HU,34,2,3,6,1,3,5
HU,71,2,3,3,1,3,4
HU,66,2,4,2,1,2,7
HU,43,2,5,3,2,2,8
HU,39,1,2,2,2,2,4
HU,30,1,4,3,2,2,7
HU,60,2,4,1,1,4,4
HU,82,1,1,3,1,2,8
HU,57,1,3,2,1,2,6
HU,65,1,2,1,1,3,7
HU,23,2,4,9,2,1,10
HU,68,1,3,4,1,2,10
HU,28,2,7,7,1,1,5
HU,79,2,3,2,1,3,5
HU,73,1,1,3,1,2,10
HU,53,1,3,8,1,3,7
IE,34,1,5,8,1,2,6
IE,35,2,5,8,1,1,9
IE,68,1,1,4,1,3,10
IE,79,2,5,5,1,2,10
IE,33,1,5,6,1,1,6
IE,58,1,7,10,1,1,8
IE,55,1,2,6,1,2,8
IE,32,2,4,4,2,1,6
IE,52,2,1,6,1,1,6
IE,81,1,6,4,1,2,4
IE,41,2,5,3,1,2,7
IE,18,1,2,7,2,2,5
IE,59,2,6,7,1,2,8
IE,31,1,6,5,2,2,7
IE,49,2,5,3,2,1,7
IE,64,1,7,10,1,1,9
IE,59,1,2,4,1,1,9
IE,46,2,5,8,1,1,8
IE,80,2,4,3,1,2,9
IE,48,2,7,5,1,1,7
IE,42,2,2,2,2,1,9
IE,62,1,5,10,1,1,9
IE,56,2,7,3,2,1,7
IE,56,2,5,9,1,1,9
IE,44,1,7,4,1,1,8
IE,29,1,5,6,2,2,6
IE,57,2,2,2,1,1,9
IE,86,1,3,1,1,1,5
IE,28,1,6,5,2,2,8
IE,65,1,2,1,1,1,9
IE,42,2,4,1,1,3,6
IE,90,1,1,3,1,1,8
IE,34,2,2,2,1,2,9
IE,43,1,5,10,2,1,8
IE,70,2,4,4,1,2,9
IE,25,1,6,5,2,2,7
IE,78,1,2,1,2,1,8
IE,39,1,6,5,1,1,9
IE,53,2,4,10,1,3,7
IE,44,2,5,8,1,1,10
IE,62,2,5,1,1,1,10
IE,62,1,2,3,1,3,8
IE,69,1,7,6,1,1,10
IE,42,2,4,3,1,2,5
IE,58,2,6,1,1,3,8
IE,39,2,7,5,1,1,7
IE,72,2,2,3,1,2,5
IE,40,1,5,9,1,1,8
IE,55,1,2,1,2,2,7
IE,84,2,5,5,1,2,8
IE,62,1,2,1,1,1,7
IE,53,2,7,8,1,2,7
IE,37,2,7,7,1,1,7
IE,51,1,2,1,1,5,5
IE,44,2,2,2,2,4,3
IE,35,1,5,3,2,4,5
IE,29,2,6,8,1,1,10
IE,44,2,6,9,1,4,6
IE,45,2,5,6,1,1,9
IE,72,1,4,7,1,2,7
IE,53,1,1,1,2,5,6
IE,29,1,6,4,1,3,9
IE,36,2,7,5,2,1,10
IE,54,1,7,10,2,1,8
IE,52,2,6,2,1,4,9
IE,81,2,2,2,1,4,3
IE,63,2,7,5,1,2,8
IE,40,1,7,3,1,2,10
IE,31,2,6,6,2,2,8
IE,74,2,4,3,1,2,8
IE,60,1,5,6,1,2,7
IE,77,2,1,4,1,2,7
IE,73,1,2,3,1,1,8
IE,81,1,2,5,2,3,7
IE,50,1,6,5,1,2,9
IE,44,2,6,9,1,1,9
IE,69,1,1,3,1,3,9
IE,55,2,4,1,1,4,6
IE,63,1,5,5,1,2,7
IE,71,1,1,1,2,2,6
IE,69,1,5,6,1,1,8
IE,33,1,7,6,1,3,9
IE,55,2,2,2,1,2,6
IE,57,1,2,2,1,3,10
IE,59,1,3,7,1,1,7
IE,56,1,1,2,2,4,5
IE,39,1,6,9,1,3,8
IE,85,1,1,3,2,4,4
IE,50,2,5,1,1,4,6
IE,48,2,7,10,1,2,4
IE,33,1,4,2,2,1,9
IE,23,1,4,1,2,2,7
IE,25,2,4,4,2,1,8
IE,17,2,4,4,2,2,7
IE,28,2,7,5,1,2,7
IE,56,2,2,6,1,2,10
IE,42,2,5,5,1,1,10
IE,80,2,4,3,1,2,10
IE,75,1,6,4,1,2,10
IE,45,1,5,5,1,2,8
IE,70,2,4,5,1,1,9
IE,73,2,1,1,1,3,6
IE,30,2,6,4,2,1,10
IE,59,2,5,3,2,2,8
IE,22,2,4,2,2,1,3
IE,46,2,6,8,1,2,7
IE,49,2,4,4,1,2,10
IE,62,1,5,3,1,2,7
IE,37,2,7,7,1,1,7
IE,53,2,6,2,2,1,5
IE,77,1,6,5,1,1,9
IE,62,2,5,1,1,3,9
IE,39,2,4,3,2,2,7
IE,80,1,1,2,1,1,7
IE,57,2,2,3,1,2,10
IE,55,1,5,3,1,2,5
IE,35,1,6,1,1,3,7
IE,41,2,7,5,1,1,8
IE,51,1,3,5,1,2,7
IE,24,2,4,1,2,1,8
IE,32,1,5,4,2,1,9
IE,42,1,7,6,1,3,6
IE,72,2,2,2,1,2,8
IE,57,2,5,6,1,2,8
IE,65,2,5,6,1,1,8
IE,32,2,5,2,2,4,5
IE,57,1,7,10,1,3,9
IE,35,1,7,8,2,2,9
IE,53,2,5,7,1,1,9
IE,79,1,1,5,1,1,10
IE,51,2,6,3,1,1,7
IE,74,2,2,2,1,3,8
IE,76,2,1,1,1,2,7
IE,75,2,2,2,1,2,8
IE,41,1,7,2,2,2,7
IE,40,2,1,7,1,2,8
IE,32,2,4,9,1,2,8
IE,30,1,5,9,1,1,10
IE,40,2,6,1,1,1,5
IE,27,2,4,2,2,2,10
IE,53,2,5,5,1,2,7
IE,68,2,5,2,1,1,10
IE,39,2,3,1,2,1,4
IE,39,2,1,2,1,3,8
IE,77,2,1,1,1,4,7
IE,74,2,4,2,1,2,9
IE,52,1,2,1,2,1,5
IE,31,1,7,8,1,1,9
IE,32,2,3,4,2,2,6
IE,74,1,2,4,1,1,10
IE,43,1,2,2,1,1,7
IE,29,2,6,4,2,1,10
IE,65,2,1,2,1,3,9
IE,71,2,2,2,1,2,10
IE,22,2,4,2,2,2,8
IE,43,2,5,1,1,1,9
IE,37,1,2,3,1,5,0
IE,44,2,6,4,1,1,7
IE,41,1,4,7,2,2,10
IE,44,2,7,2,2,3,8
IE,47,2,2,8,1,3,8
IE,85,2,2,2,1,1,9
IE,56,1,5,1,2,2,5
IE,45,2,7,5,1,2,8
IE,30,1,6,10,2,2,8
IE,66,2,2,7,1,1,9
IE,59,2,4,3,1,1,6
IE,33,1,7,10,1,1,8
IE,66,1,4,8,2,3,7
IE,38,2,7,10,1,1,8
IE,79,2,5,4,1,3,9
IE,68,1,1,5,1,3,3
IE,64,1,2,6,1,2,8
IE,63,1,4,3,1,2,8
IE,54,2,5,6,2,2,9
IE,76,1,1,3,1,1,8
IE,68,2,4,3,2,2,10
IE,35,1,3,1,2,1,7
IE,33,2,6,5,1,2,10
IE,33,2,5,8,1,1,8
IE,20,1,5,3,2,2,6
IE,60,1,6,5,1,2,7
IE,29,2,7,5,2,1,10
IE,69,1,2,7,1,1,8
IE,65,1,6,8,1,3,7
IE,66,1,2,3,1,2,7
IE,33,1,5,3,2,1,8
IE,49,2,6,6,1,1,8
IE,32,2,5,3,2,1,7
IE,31,2,5,2,1,3,8
IE,64,2,7,3,2,1,9
IE,43,2,7,4,1,2,9
IE,55,2,5,4,2,1,8
IE,56,2,1,2,1,1,8
IE,25,1,4,2,2,1,9
IE,63,1,5,9,1,2,9
IE,43,2,7,10,1,2,9
IE,40,2,7,4,2,1,9
IE,38,1,4,10,1,2,9
IE,71,2,5,2,1,2,9
IE,28,1,6,6,2,2,8
IE,63,1,1,3,1,2,8
IE,70,1,6,8,1,1,9
IE,24,1,6,5,2,3,5
IE,41,2,5,7,1,2,8
IE,56,2,2,5,1,2,9
IE,67,2,2,2,2,4,9
IE,61,2,5,4,1,1,7
IE,32,2,4,3,2,2,7
IE,34,1,4,2,2,2,8
IE,22,2,5,1,1,1,7
IE,34,1,4,5,1,1,8
IE,68,1,3,7,1,3,5
IE,66,1,2,4,2,2,7
IE,33,2,6,9,2,1,8
IE,39,2,2,5,2,1,8
IE,29,1,5,6,1,2,7
IE,50,1,4,5,1,3,8
IE,38,1,6,6,2,3,6
IE,51,1,6,1,1,1,7
IE,79,1,2,1,1,3,9
IE,57,2,5,7,1,1,9
IE,50,2,6,7,1,3,8
IE,33,2,5,4,1,4,6
IE,56,2,7,9,1,1,10
IE,39,2,7,10,1,1,8
IE,57,2,2,2,1,2,10
IE,72,1,7,4,1,1,8
IE,70,2,2,3,1,1,9
IE,39,1,5,3,1,2,8
IE,67,1,4,7,1,3,7
IE,68,2,1,3,1,1,8
IE,46,2,1,2,2,2,2
IE,70,2,4,3,1,3,8
IE,57,2,4,5,1,2,8
IE,53,2,7,5,1,1,8
IE,68,1,1,2,2,2,10
IE,86,2,1,3,1,3,10
IE,27,2,6,7,2,1,8
IE,80,2,4,4,2,2,10
IE,47,2,7,10,1,1,9
IE,75,2,2,1,1,2,9
IE,73,1,1,1,2,3,8
IE,65,1,2,1,1,2,8
IE,75,2,4,7,1,1,10
IE,36,2,5,6,1,1,8
IE,74,2,2,3,1,2,7
IE,48,2,5,3,1,2,10
IE,30,2,5,4,2,1,9
IE,65,1,5,3,1,1,9
IE,69,1,1,1,2,2,7
IE,66,1,2,1,1,4,5
IE,52,1,2,2,2,3,7
IE,62,2,3,8,1,2,8
IE,53,1,4,3,1,2,7
IE,45,1,5,5,1,2,7
IE,72,1,1,4,1,3,8
IE,59,1,6,5,1,2,7
IE,39,2,7,10,1,1,8
IE,68,2,6,2,1,1,8
IE,39,2,4,4,1,3,10
IE,44,2,5,5,1,1,5
IE,55,2,6,1,2,4,8
IE,43,1,7,6,1,1,7
IE,42,1,7,10,1,2,8
IE,47,1,4,3,1,3,3
IE,73,2,2,1,1,2,9
IE,35,2,7,8,1,3,7
IE,63,1,7,10,1,3,6
IE,67,1,2,10,1,1,8
IE,30,2,4,7,2,1,8
IE,34,2,5,3,2,3,8
IE,55,1,5,1,1,2,9
IE,39,2,2,5,1,1,10
IE,33,1,6,6,2,2,8
IE,36,1,7,6,1,1,9
IE,37,1,5,2,2,1,10
IE,49,2,6,1,2,3,8
IE,38,1,4,1,2,1,7
IE,70,1,1,1,2,2,8
IE,62,2,4,4,1,3,5
IE,38,2,6,7,1,2,7
IE,40,2,7,9,1,1,8
IE,66,2,4,1,1,3,7
IE,69,1,5,3,2,2,9
IE,45,2,7,1,2,3,2
IE,69,1,1,2,1,2,10
IE,36,2,7,8,1,1,8
IE,62,2,7,4,2,2,9
IE,53,1,5,2,1,3,10
IE,67,2,2,3,1,3,5
IE,51,2,5,2,2,2,0
IE,78,1,7,1,1,2,10
IE,47,2,4,3,1,1,7
IE,37,2,5,1,2,3,8
IE,56,2,5,5,2,1,9
IE,40,1,7,7,1,2,8
IE,30,1,5,7,2,1,7
IE,41,2,5,10,1,1,8
IE,67,1,2,5,1,2,8
IE,75,2,4,9,1,2,8
IE,32,2,6,3,1,1,9
IE,65,1,5,9,1,2,10
IE,74,2,2,1,1,1,8
IE,53,1,4,8,1,1,7
IE,58,1,2,6,1,2,8
IE,41,1,3,1,2,2,8
IE,40,2,5,4,2,1,8
IE,73,1,7,10,1,2,8
IE,36,1,7,5,1,1,9
IE,58,2,1,1,1,3,10
IE,81,2,1,6,1,1,8
IE,72,1,2,5,1,1,10
IE,72,2,2,1,1,2,8
IE,43,2,6,6,1,3,8
IE,51,1,2,4,2,2,7
IE,53,2,2,3,1,3,7
IE,21,1,5,9,2,2,8
IE,38,2,5,4,2,1,8
IE,38,2,5,8,2,4,5
IE,23,2,6,6,2,1,8
IE,68,1,5,2,1,2,8
IE,74,2,2,2,1,2,7
IE,72,2,2,3,1,2,10
IE,63,1,2,3,1,3,7
IE,54,2,2,10,1,2,7
IE,69,1,2,9,2,2,7
IE,67,1,1,3,1,2,9
IE,60,2,2,3,1,2,8
IE,32,1,4,6,2,1,2
IE,73,1,7,5,1,4,8
IE,66,2,2,3,1,2,5
IE,32,2,4,3,1,1,9
IE,42,2,6,7,1,1,8
IE,35,2,6,9,1,1,9
IE,70,1,1,2,2,2,7
IE,65,1,2,4,1,3,7
IE,36,2,6,4,2,1,8
IE,57,2,5,5,1,2,8
IE,78,2,5,4,1,2,8
IE,54,2,7,4,1,3,7
IE,60,1,5,6,1,2,8
IE,34,2,7,9,1,2,10
IE,71,1,2,9,1,2,8
IE,49,2,7,10,1,2,9
IE,45,1,4,5,2,2,8
IE,74,2,5,5,1,1,10
IE,75,1,4,3,1,2,8
IE,60,1,2,5,1,3,6
IE,50,2,5,8,1,2,9
IE,59,2,7,9,1,1,5
IE,75,1,6,8,1,2,9
IE,63,1,4,10,1,1,10
IE,47,2,7,3,1,3,8
IE,45,2,6,1,2,1,4
IE,58,2,6,9,1,2,8
IE,53,2,4,5,2,2,10
IE,59,1,5,10,1,3,8
IE,73,1,5,6,1,3,5
IE,65,2,1,6,1,2,9
IE,58,1,4,7,1,1,10
IE,56,2,6,8,1,2,5
IE,31,2,7,8,1,3,9
IE,59,1,4,10,1,1,10
IE,62,1,1,8,2,2,8
IE,78,2,1,8,1,4,7
IE,58,2,4,2,2,2,7
IE,78,1,1,1,1,3,7
IE,68,1,2,1,2,3,7
IE,60,1,1,3,1,1,6
IE,57,2,2,1,1,2,8
IE,44,2,4,7,1,2,6
IE,66,2,1,1,2,3,7
IE,68,1,2,3,1,2,10
IE,39,2,4,3,2,3,7
IE,32,2,5,8,1,1,10
IE,76,1,1,2,1,1,10
IE,60,1,3,2,1,2,10
IE,59,1,6,10,1,2,7
IE,44,1,4,5,2,1,8
IE,30,1,5,5,2,1,8
IE,42,1,3,5,1,2,5
IE,33,1,5,3,1,1,9
IE,53,2,5,6,2,1,4
IE,46,1,4,4,1,3,7
IE,58,2,5,5,1,2,7
IE,43,2,6,8,1,2,7
IE,66,1,5,6,2,2,7
IE,22,2,5,1,2,3,5
IE,69,2,1,1,1,1,6
IE,50,1,7,10,1,3,9
IE,49,1,5,7,1,2,10
IE,66,1,6,6,1,1,8
IE,65,1,4,10,1,1,8
IE,34,1,4,8,2,2,7
IE,42,1,7,10,2,1,9
IE,62,1,2,9,1,2,9
IE,66,1,1,2,1,1,8
IE,33,1,4,3,2,1,5
IE,59,2,6,4,1,1,7
IE,68,2,2,4,1,3,10
IE,33,1,4,2,1,3,1
IE,27,2,7,8,2,2,8
IE,38,2,7,8,1,2,4
IE,60,1,2,1,2,3,7
IE,80,1,1,8,1,2,8
IE,69,2,1,3,1,2,7
IE,52,2,4,1,2,3,10
IE,63,1,4,3,1,2,8
IE,53,1,1,2,2,1,7
IE,64,2,5,5,1,3,8
IE,31,1,4,4,1,3,8
IE,79,1,1,3,1,3,8
IE,47,2,7,10,1,3,8
IE,69,1,1,1,2,1,9
IE,63,1,5,1,1,1,7
IE,48,2,7,4,2,2,3
IE,80,1,1,2,1,2,9
IE,48,2,7,9,2,2,9
IE,79,2,1,1,1,3,5
IE,66,2,5,2,1,4,8
IE,33,1,7,9,2,1,6
IE,57,2,2,9,1,3,8
IE,36,1,7,10,2,1,8
IE,54,1,6,1,1,4,10
IE,69,1,2,2,2,1,10
IE,41,1,4,2,1,1,8
IE,31,2,6,1,2,1,7
IE,54,2,5,9,1,3,7
IE,72,1,5,6,1,2,9
IE,65,1,5,6,1,3,6
IE,73,1,1,3,1,4,9
IE,70,2,1,2,1,3,9
IE,79,1,1,1,1,2,8
IE,62,1,2,2,1,4,5
IE,40,2,5,5,2,4,4
IE,55,2,5,6,1,2,6
IE,39,2,5,2,2,2,7
IE,30,1,5,5,2,1,8
IE,55,1,7,10,1,2,2
IE,72,1,3,5,1,1,9
IE,75,2,4,1,1,3,10
IE,38,1,6,4,2,1,6
IE,65,1,1,1,1,3,8
IE,70,1,6,6,1,2,8
IE,48,2,7,9,2,2,8
IE,54,2,4,3,1,2,4
IE,68,1,2,5,1,2,8
IE,56,1,3,2,2,2,8
IE,51,1,2,1,1,3,0
IE,46,2,5,10,1,1,5
IE,78,1,7,6,1,3,8
IE,35,2,4,3,1,1,9
IE,45,2,5,7,1,1,9
IE,31,2,5,7,1,1,8
IE,57,1,4,4,1,2,4
IE,64,2,4,6,1,2,9
IE,49,2,5,4,1,2,3
IE,61,1,5,6,1,2,9
IE,64,1,4,3,2,1,9
IE,55,2,6,9,1,2,7
IE,37,1,7,8,2,1,9
IE,40,2,5,8,2,1,9
IE,21,2,5,6,2,3,5
IE,52,2,4,2,2,3,9
IE,63,2,4,5,1,3,8
IE,74,2,6,1,1,3,8
IE,77,2,1,2,1,3,8
IE,65,2,7,5,1,4,9
IE,41,2,5,9,1,2,9
IE,58,1,2,7,1,1,9
IE,58,1,2,5,1,2,7
IE,33,2,3,3,1,1,9
IE,43,2,3,3,1,1,8
IE,44,1,7,6,1,2,8
IE,48,2,5,1,1,2,9
IE,40,2,5,4,2,2,8
IE,64,2,1,1,1,3,8
