cntry,agea,gndr,eisced,hinctnta,evmar,health,happy
HR,33,1,2,1,1,1,10
HR,70,2,3,7,2,1,10
HR,53,2,4,3,1,3,7
HR,49,2,2,4,1,3,8
HR,57,1,3,8,1,1,8
HR,36,2,7,6,1,1,10
HR,84,2,3,1,1,3,7
HR,67,2,3,4,1,2,8
HR,76,2,5,1,2,3,5
HR,33,2,7,10,1,1,9
HR,68,1,2,4,1,2,8
HR,29,2,7,10,1,1,10
HR,31,1,7,7,2,4,5
HR,74,2,7,4,1,2,10
HR,57,2,4,10,1,1,7
HR,34,2,4,7,1,1,8
HR,37,2,4,7,1,1,9
HR,63,2,2,1,1,2,8
HR,23,2,4,6,2,1,10
HR,30,2,7,10,1,1,10
HR,63,2,2,1,1,3,5
HR,66,2,2,7,1,2,9
HR,64,2,4,1,1,3,8
HR,73,1,4,10,1,1,10
HR,68,2,2,1,1,4,2
HR,39,1,4,8,1,1,8
HR,29,1,4,4,2,3,8
HR,78,2,1,2,1,4,5
HR,43,2,3,3,1,1,9
HR,42,2,2,2,1,1,10
HR,90,2,1,1,2,2,7
HR,23,1,4,8,2,1,10
HR,35,1,3,5,1,2,5
HR,49,1,3,3,2,1,7
HR,44,2,7,10,1,1,10
HR,48,2,4,6,2,1,5
HR,72,1,3,2,1,2,2
HR,55,2,6,9,1,4,5
HR,22,2,4,10,2,1,10
HR,37,1,4,5,1,1,8
HR,22,1,4,10,2,1,10
HR,63,1,7,5,1,2,6
HR,44,2,7,5,1,1,10
HR,54,2,4,5,1,2,8
HR,71,1,5,6,1,2,8
HR,36,2,4,7,1,2,8
HR,63,1,7,10,1,4,9
HR,55,2,7,4,1,3,6
HR,70,1,4,1,1,4,7
HR,41,2,7,2,2,3,9
HR,43,1,7,10,1,1,10
HR,56,2,4,1,2,2,8
HR,59,1,2,6,1,3,7
HR,64,2,4,5,2,2,7
HR,20,2,3,1,2,2,10
HR,40,2,7,10,1,1,7
HR,22,2,4,2,2,1,8
HR,69,1,7,3,2,1,5
HR,60,1,2,3,1,3,6
HR,25,1,4,2,2,1,8
HR,54,2,4,5,1,5,0
HR,27,1,3,1,2,1,10
HR,60,2,4,1,2,3,8
HR,85,2,1,1,1,3,8
HR,52,1,3,3,2,2,5
HR,40,1,7,5,1,2,7
HR,66,1,5,4,1,2,8
HR,69,1,3,1,1,4,7
HR,36,1,4,3,1,2,0
HR,67,2,4,2,1,5,5
HR,42,1,4,8,1,2,7
HR,70,1,2,1,1,5,5
HR,58,2,2,2,1,3,6
HR,59,1,3,8,1,4,5
HR,66,1,5,3,1,2,8
HR,38,1,7,4,2,1,9
HR,49,1,7,5,1,1,8
HR,65,1,2,1,1,2,8
HR,40,1,3,6,1,2,7
HR,63,1,5,10,1,4,5
HR,63,1,3,3,1,2,5
HR,27,1,4,2,2,1,10
HR,60,2,2,2,1,3,6
HR,68,2,4,3,1,2,8
HR,64,2,5,3,2,1,8
HR,65,2,5,2,2,3,5
HR,32,2,7,8,1,2,6
HR,49,1,4,2,1,1,8
HR,77,1,3,7,1,3,8
HR,58,1,4,2,2,3,7
HR,18,2,3,1,2,2,10
HR,31,2,3,3,2,2,10
HR,77,1,4,7,1,2,8
HR,83,2,1,1,2,3,7
HR,21,1,3,7,1,1,10
HR,66,2,4,1,2,1,8
HR,27,2,4,10,1,3,9
HR,48,2,4,8,1,3,6
HR,45,1,7,10,1,1,10
HR,66,1,7,10,1,2,10
HR,66,2,5,3,1,2,5
HR,18,2,2,4,2,1,9
HR,71,1,4,4,1,4,4
HR,52,2,3,6,1,2,7
HR,65,2,5,4,1,3,8
HR,35,1,4,6,1,1,9
HR,49,2,4,4,1,1,8
HR,85,1,2,1,2,5,1
HR,59,1,4,3,2,3,5
HR,44,1,4,6,1,1,9
HR,74,2,5,7,1,3,7
HR,40,2,7,7,1,2,8
HR,60,1,4,3,1,4,5
HR,42,1,3,10,1,1,8
HR,65,1,4,9,1,2,8
HR,64,1,3,6,1,3,6
HR,37,2,4,3,1,2,8
HR,57,1,4,2,1,1,8
HR,69,1,3,2,1,3,5
HR,62,2,3,1,1,3,8
HR,23,2,6,5,2,1,7
HR,29,2,4,4,2,1,8
HR,53,2,2,3,2,2,10
HR,28,2,3,7,1,2,8
HR,39,1,4,3,2,2,10
HR,37,1,4,6,1,2,6
HR,38,2,3,8,1,1,10
HR,79,1,1,3,1,1,9
HR,38,2,1,1,1,4,2
HR,85,1,1,1,2,4,1
HR,27,1,4,9,2,1,8
HR,40,1,3,9,1,2,5
HR,17,2,2,4,2,1,10
HR,47,2,4,8,1,1,9
HR,58,1,4,1,1,1,7
HR,38,1,4,8,1,2,7
HR,24,1,4,6,2,1,9
HR,45,2,3,5,2,2,3
HR,38,2,4,6,1,1,10
HR,63,1,4,2,1,2,7
HR,82,2,1,1,2,4,9
HR,61,1,4,2,1,3,3
HR,50,1,4,1,1,4,5
HR,45,2,3,8,1,2,6
HR,62,2,4,2,1,2,8
HR,65,1,3,6,1,1,9
HR,26,2,3,3,2,3,2
HR,59,2,4,3,1,3,9
HR,73,1,3,1,2,2,6
HR,48,1,4,10,1,3,9
HR,61,2,4,1,1,2,5
HR,27,1,4,4,2,1,8
HR,68,2,4,1,1,3,7
HR,32,2,2,2,2,4,3
HR,43,2,7,6,1,1,8
HR,60,2,3,4,1,3,9
HR,65,1,2,1,1,1,10
HR,56,2,4,2,1,2,6
HR,48,2,2,2,1,4,10
HR,27,2,4,8,2,1,9
HR,70,1,3,6,1,3,10
HR,60,2,4,7,1,2,8
HR,62,2,4,5,1,1,10
HR,54,1,4,2,1,1,5
HR,29,2,7,4,2,1,9
HR,64,1,7,6,1,3,4
HR,79,1,3,3,1,4,10
HR,58,1,3,10,1,3,8
HR,61,1,4,2,2,1,5
HR,53,1,4,4,1,3,8
HR,33,2,3,1,1,1,10
HR,31,1,7,10,1,1,8
HR,42,2,4,3,2,1,9
HR,74,1,3,2,2,3,5
HR,49,2,4,1,1,2,7
HR,70,2,2,1,1,2,10
HR,55,1,2,1,2,2,5
HU,37,2,4,9,1,2,4
HU,70,2,2,3,1,3,3
HU,67,2,6,6,1,3,7
HU,38,1,4,2,1,2,10
HU,30,1,4,6,2,1,7
HU,51,1,3,9,1,2,8
HU,60,1,7,8,1,2,9
HU,51,1,3,4,2,3,9
HU,61,2,6,5,1,2,7
HU,29,2,4,9,2,1,8
HU,72,2,3,7,1,3,7
HU,34,2,4,5,1,2,8
HU,77,2,3,6,1,3,4
HU,37,1,2,3,2,2,3
HU,45,2,4,10,1,2,10
HU,48,2,3,4,2,3,7
HU,50,2,6,10,1,2,10
HU,81,1,3,1,1,5,4
HU,42,1,4,9,1,2,6
HU,50,2,6,9,1,2,7
HU,40,2,6,3,2,2,8
HU,26,1,4,10,2,1,8
HU,29,1,2,3,1,2,7
HU,70,2,6,4,1,2,6
HU,56,1,3,8,1,2,10
HU,33,2,4,5,1,2,7
HU,45,2,3,9,1,2,7
HU,83,2,3,5,1,2,7
HU,63,2,3,6,1,3,6
HU,37,2,4,5,2,2,8
HU,32,2,2,1,1,1,3
HU,78,2,4,1,1,3,8
HU,69,1,3,5,1,3,9
HU,40,2,5,5,2,1,4
HU,57,2,4,8,2,2,7
HU,41,2,3,6,1,1,10
HU,44,1,6,10,1,2,7
HU,46,2,3,9,2,2,7
HU,77,2,2,1,1,5,5
HU,79,2,3,2,1,3,2
HU,67,1,3,2,1,2,10
HU,82,2,1,1,1,4,5
HU,78,2,2,3,1,4,6
HU,59,2,2,6,1,3,8
HU,36,1,4,7,2,1,9
HU,39,2,3,6,1,2,5
HU,52,2,6,9,1,2,7
HU,69,1,4,9,1,2,6
HU,23,2,5,3,2,1,6
HU,38,2,2,1,2,2,9
HU,52,2,2,2,2,4,3
HU,46,1,2,6,2,3,9
HU,66,1,4,1,1,2,1
HU,23,2,7,4,1,1,6
HU,80,2,3,1,1,4,7
HU,20,1,3,4,2,1,8
HU,52,2,5,9,1,1,8
HU,52,1,4,6,1,1,6
HU,57,2,4,5,1,2,7
HU,76,1,3,4,1,2,9
HU,40,2,3,2,2,2,3
HU,51,1,6,9,1,2,6
HU,63,2,7,8,1,2,8
HU,57,1,3,6,1,3,5
HU,31,1,4,5,2,2,8
HU,62,1,3,6,1,3,10
HU,38,1,3,7,1,2,9
HU,68,2,2,5,1,3,8
HU,59,2,3,7,1,2,7
HU,88,1,6,7,1,3,10
HU,69,1,6,3,1,2,10
HU,81,1,5,3,1,3,7
HU,72,2,6,8,1,2,8
HU,69,2,4,2,2,3,7
HU,75,2,3,6,1,4,5
HU,31,2,5,4,2,2,7
HU,43,2,3,6,1,2,8
HU,65,2,3,2,1,3,6
HU,74,2,6,5,1,3,10
HU,20,2,4,5,2,2,9
HU,64,2,3,3,1,3,5
HU,77,1,4,3,1,3,8
HU,68,1,3,6,1,3,6
HU,77,2,2,7,1,3,6
HU,25,2,7,7,2,1,8
HU,88,2,2,1,1,3,4
HU,47,1,4,8,1,2,7
HU,59,1,4,10,1,3,7
HU,16,2,1,2,2,1,9
HU,29,2,3,10,2,1,7
HU,44,2,5,10,1,2,8
HU,65,1,3,9,1,5,2
HU,27,2,4,9,2,1,7
HU,39,1,7,10,1,1,8
HU,75,2,3,4,1,2,8
HU,72,2,3,7,1,3,8
HU,69,1,2,6,1,2,8
HU,53,2,6,5,1,3,9
HU,55,1,3,5,2,2,5
HU,79,2,5,3,1,5,8
HU,23,2,2,8,2,1,8
HU,78,1,3,3,1,3,8
HU,46,2,4,10,1,2,8
HU,67,2,3,5,1,3,7
HU,54,1,2,1,1,3,4
HU,44,1,2,3,2,2,1
HU,86,2,3,1,1,4,6
HU,47,2,4,6,2,2,7
HU,28,1,7,10,2,2,10
HU,64,2,6,3,1,2,7
HU,20,1,4,7,2,2,9
HU,36,1,4,4,2,2,7
HU,67,2,5,8,1,2,7
HU,60,1,3,1,2,4,3
HU,44,1,3,6,2,3,6
HU,59,1,4,6,1,2,9
HU,66,1,3,3,1,3,6
HU,25,2,3,4,2,2,8
HU,66,2,2,8,1,3,6
HU,42,2,6,9,1,2,8
HU,29,2,4,6,2,2,6
HU,28,2,4,9,1,1,7
HU,34,2,6,10,2,1,8
HU,29,2,3,1,2,2,8
HU,75,2,7,7,1,2,5
HU,47,1,3,9,1,2,8
HU,68,1,4,8,1,3,5
HU,47,1,3,2,2,2,4
HU,59,2,2,6,2,5,1
HU,24,2,5,8,2,2,0
HU,19,2,4,9,2,1,7
HU,70,2,2,6,1,3,8
HU,58,1,3,3,1,3,4
HU,68,2,4,2,1,3,6
HU,29,1,2,4,2,3,3
HU,30,1,2,6,2,2,6
HU,64,2,3,7,1,2,5
HU,32,2,6,4,1,1,8
HU,41,2,2,4,2,2,8
HU,49,2,4,4,2,2,8
HU,48,1,3,4,2,2,4
HU,61,1,5,4,1,2,5
HU,46,2,3,3,2,3,6
HU,65,2,2,6,1,3,0
HU,39,1,7,8,1,1,9
HU,78,2,5,5,1,4,5
HU,83,2,6,1,2,3,7
HU,52,2,3,9,1,2,8
HU,34,1,3,2,1,2,10
HU,32,2,6,7,1,2,9
HU,43,2,4,7,1,2,7
HU,22,1,3,5,2,3,9
HU,66,1,3,5,1,3,5
HU,69,1,2,2,1,3,7
HU,28,2,4,2,2,1,10
HU,58,2,4,4,1,2,5
HU,71,2,2,3,2,4,2
HU,39,1,3,7,1,1,8
HU,18,1,2,4,2,1,1
HU,67,2,3,4,1,2,5
HU,74,1,3,4,1,2,8
HU,55,1,6,7,1,2,9
HU,68,1,3,1,2,4,2
HU,46,2,4,3,1,3,5
HU,67,1,3,2,1,3,7
HU,64,2,3,1,1,4,9
HU,42,1,5,9,1,2,8
HU,68,1,3,2,1,2,9
HU,50,1,4,5,1,3,8
HU,61,1,3,2,1,4,6
HU,60,2,3,2,1,2,0
HU,35,2,4,7,2,1,8
HU,78,2,3,2,2,2,7
HU,53,2,4,4,2,2,5
HU,67,1,3,2,1,4,6
HU,40,1,4,4,2,2,7
HU,83,1,2,5,1,3,7
HU,79,1,2,5,1,4,5
HU,27,1,4,4,2,1,8
HU,57,2,3,5,1,2,8
HU,34,1,4,4,2,1,10
HU,65,2,5,6,1,3,9
HU,67,1,3,4,1,3,7
HU,69,2,4,2,1,2,3
HU,22,2,6,8,2,1,10
HU,46,1,3,4,1,2,7
HU,28,1,4,2,1,2,10
HU,60,2,3,5,1,2,7
HU,64,2,4,2,1,3,8
HU,28,1,5,3,2,1,7
HU,56,1,3,4,1,2,7
HU,29,2,3,5,2,2,4
HU,65,1,1,3,1,4,5
HU,55,1,5,8,1,3,4
HU,34,2,7,5,2,3,5
HU,90,2,3,3,1,2,7
HU,84,1,2,4,1,4,4
HU,68,2,3,1,1,4,10
HU,71,1,3,3,1,3,5
HU,81,1,6,2,1,2,2
HU,31,2,4,6,2,1,4
HU,61,2,6,9,1,2,6
HU,79,2,2,1,1,3,6
HU,77,1,3,5,1,3,5
HU,41,2,4,8,1,2,6
HU,50,1,2,1,2,4,1
HU,22,1,4,2,2,2,9
HU,71,2,4,2,1,3,5
HU,72,1,5,3,1,3,4
HU,57,2,6,5,1,2,7
HU,45,2,3,2,1,2,10
HU,20,2,4,3,2,2,6
HU,69,2,5,4,1,3,5
HU,31,1,3,8,2,1,7
HU,49,2,3,1,1,4,3
HU,73,2,4,4,2,3,5
HU,31,2,3,5,2,2,6
HU,44,1,3,7,1,2,9
HU,62,1,3,5,1,3,7
HU,60,2,4,3,1,3,3
HU,26,2,4,9,1,1,9
HU,60,1,4,5,1,2,9
HU,66,1,3,2,1,2,0
HU,49,1,2,4,2,2,6
HU,47,1,3,9,1,2,8
HU,45,2,4,6,2,2,7
HU,69,1,4,6,1,3,2
HU,42,2,4,8,1,2,8
HU,72,1,1,7,1,3,7
HU,56,2,3,2,1,2,5
HU,52,1,4,5,1,2,5
HU,40,1,3,2,2,1,4
HU,61,2,4,6,1,3,6
HU,84,2,1,7,1,3,7
HU,81,2,2,1,1,3,7
HU,23,1,3,10,2,1,7
HU,79,2,3,4,1,2,6
HU,33,2,4,5,2,2,7
HU,46,2,3,8,1,2,6
HU,32,1,7,10,2,1,6
HU,77,2,2,7,1,4,6
HU,72,1,5,4,1,3,6
HU,43,2,3,4,2,2,5
HU,78,2,4,7,1,3,8
HU,66,1,5,2,1,4,4
HU,38,2,6,6,2,2,9
HU,59,2,7,10,1,2,8
HU,75,2,3,3,1,2,7
HU,28,1,7,4,2,1,7
HU,28,2,7,2,2,1,8
HU,23,1,4,9,2,1,8
HU,65,1,2,5,1,3,10
HU,73,2,2,4,1,2,8
HU,87,1,5,2,1,4,3
HU,26,1,2,1,2,3,0
HU,81,2,5,2,1,1,9
HU,48,1,4,9,1,2,7
HU,52,2,4,4,1,3,8
HU,71,2,3,2,1,3,5
HU,83,2,2,6,1,4,2
HU,65,2,3,3,1,2,7
HU,74,2,5,2,1,3,7
HU,49,2,5,5,1,2,9
HU,72,1,4,4,1,3,8
HU,19,1,2,7,2,1,8
HU,53,2,7,10,1,1,10
HU,20,1,4,10,2,2,8
HU,80,1,3,3,1,4,6
HU,63,2,3,1,1,3,7
HU,42,2,4,10,2,2,8
HU,29,2,4,6,1,2,6
HU,56,1,3,4,1,2,5
HU,45,1,4,6,2,2,8
HU,57,2,3,2,1,3,4
HU,22,2,2,3,2,2,4
HU,33,1,5,6,2,1,6
HU,25,2,4,8,2,2,7
HU,79,2,5,2,1,3,9
HU,44,2,3,10,2,3,8
HU,45,1,3,5,1,3,6
HU,74,1,3,7,1,2,7
HU,40,2,3,4,1,3,7
HU,66,1,6,5,1,2,5
HU,28,1,4,4,2,2,8
HU,41,2,4,9,1,2,6
HU,65,1,5,7,1,2,7
HU,36,2,4,7,2,2,8
HU,42,2,4,7,2,1,4
HU,45,2,4,9,1,2,10
HU,79,2,2,1,2,4,2
HU,66,2,2,1,1,3,4
HU,24,2,4,8,2,2,8
HU,56,1,4,8,2,3,2
HU,60,2,3,5,1,3,8
HU,28,1,3,2,2,2,5
HU,25,1,7,9,2,1,9
HU,46,1,3,4,1,2,1
HU,41,2,4,2,1,2,5
HU,67,2,6,2,1,1,10
HU,33,2,3,1,2,2,2
HU,28,1,6,10,2,2,7
HU,48,1,4,8,1,1,8
HU,48,2,2,3,1,3,8
HU,69,2,4,2,1,3,9
HU,66,1,4,5,1,2,5
HU,86,1,2,7,1,3,6
HU,51,1,3,4,1,2,9
HU,28,1,6,4,2,1,7
HU,71,2,3,8,1,2,7
HU,87,1,1,2,1,2,10
HU,45,2,4,9,1,2,3
HU,66,2,4,2,1,3,9
HU,51,2,3,7,1,2,8
HU,39,1,4,9,1,1,8
HU,31,1,6,10,2,3,7
HU,26,2,4,6,2,1,9
HU,53,2,3,5,1,5,6
HU,36,2,4,3,2,2,6
HU,48,2,4,9,1,2,7
HU,36,2,7,3,2,2,5
HU,39,1,4,8,1,2,8
HU,64,2,3,2,1,4,5
HU,21,2,4,8,2,1,8
HU,53,1,4,9,1,3,4
HU,43,1,3,3,1,3,8
HU,60,1,6,10,1,2,8
HU,70,1,3,2,2,4,6
HU,68,1,3,1,1,4,3
HU,70,1,3,3,1,3,7
HU,69,2,1,1,1,4,1
HU,68,1,4,3,1,2,5
HU,67,1,3,7,1,3,6
HU,65,1,3,5,1,2,8
HU,60,2,6,6,1,2,6
HU,47,1,3,3,2,3,1
HU,28,2,7,9,1,2,5
HU,55,1,3,7,1,2,6
HU,74,1,2,5,1,3,4
HU,64,2,3,1,1,3,8
HU,51,2,4,9,1,2,7
HU,55,2,3,6,1,4,3
HU,77,1,3,6,1,3,8
HU,50,2,3,9,1,1,8
HU,34,1,3,8,2,3,5
HU,16,1,2,10,2,1,10
HU,32,1,3,4,2,2,6
HU,87,2,1,8,1,4,7
HU,38,1,3,3,1,2,10
HU,66,2,2,5,1,3,8
HU,42,2,4,5,1,2,8
HU,53,2,3,6,1,3,4
HU,62,2,7,3,1,2,8
HU,17,1,2,9,2,1,9
HU,40,2,4,10,2,2,10
HU,74,1,2,3,1,2,8
HU,48,1,3,4,1,2,5
HU,63,1,4,2,1,3,1
HU,70,2,4,6,1,3,9
HU,56,2,6,8,1,3,9
HU,59,2,2,2,1,3,8
HU,61,2,6,3,1,3,4
HU,66,1,2,8,1,3,10
HU,58,2,3,5,1,2,8
HU,57,2,6,7,1,2,8
HU,35,1,2,3,1,2,7
HU,51,2,4,8,1,2,5
HU,59,1,3,1,2,4,4
HU,67,1,3,7,1,2,8
HU,52,2,4,2,2,4,3
HU,55,2,6,7,1,4,4
HU,87,2,2,2,1,4,5
HU,69,1,7,10,1,3,5
HU,31,2,2,1,2,3,0
HU,41,2,5,8,1,2,8
HU,64,1,3,4,1,2,5
HU,70,2,3,7,1,3,8
HU,71,2,2,4,1,2,8
HU,59,2,4,6,1,3,7
HU,47,1,2,3,2,3,7
HU,54,1,4,7,1,5,3
HU,42,2,3,6,2,3,3
HU,63,2,2,4,1,4,7
HU,63,1,5,3,2,3,6
HU,39,2,3,9,1,4,5
HU,20,1,4,6,2,2,5
HU,67,2,5,3,1,2,7
HU,47,2,3,8,1,2,9
HU,53,1,1,1,2,5,1
HU,38,1,3,4,1,2,7
HU,58,1,5,9,1,3,9
HU,34,1,7,4,2,1,10
HU,79,2,2,1,1,3,3
HU,43,1,3,9,1,2,8
HU,18,2,2,6,2,1,9
HU,25,2,6,10,2,2,7
HU,63,2,2,3,1,2,9
HU,55,2,4,5,2,2,8
HU,70,1,3,6,1,3,5
HU,40,1,6,10,1,2,8
HU,17,1,2,3,2,2,7
HU,56,1,3,6,1,3,7
HU,23,1,4,1,2,1,6
HU,69,2,4,5,1,2,7
HU,75,2,2,2,1,3,5
HU,42,2,7,7,1,2,10
HU,36,2,4,5,2,2,9
HU,57,2,6,6,1,2,7
HU,37,1,6,10,1,1,9
HU,64,1,3,8,1,2,7
HU,35,1,3,6,1,2,6
HU,62,1,3,10,1,1,9
HU,34,2,1,1,1,2,10
HU,21,2,5,9,2,2,7
HU,64,2,3,1,1,4,5
HU,49,1,3,10,1,3,7
HU,76,1,4,8,1,4,5
HU,79,1,2,9,1,3,7
HU,77,2,2,4,1,5,8
HU,54,2,3,8,1,3,8
HU,63,2,1,2,1,2,10
HU,46,2,4,9,1,2,9
HU,49,1,4,3,1,2,7
HU,52,1,3,2,2,3,5
HU,68,2,5,8,1,2,7
HU,17,2,1,7,2,1,7
HU,70,2,4,2,1,3,2
HU,44,1,6,10,1,2,9
HU,55,1,3,6,1,3,6
HU,47,1,7,7,1,2,6
HU,75,1,2,1,1,1,9
HU,78,2,6,4,1,2,8
HU,42,2,5,2,2,2,6
HU,39,1,2,1,2,2,4
HU,62,1,3,6,1,2,6
HU,51,2,3,1,1,5,5
HU,46,2,2,7,2,3,7
HU,75,2,2,3,1,2,8
HU,75,2,2,1,1,3,7
HU,63,1,3,4,1,2,6
HU,60,1,2,1,1,3,2
HU,54,2,3,5,1,2,6
HU,63,2,3,3,1,3,7
HU,72,2,2,4,1,3,5
HU,66,1,3,8,1,2,5
HU,81,2,3,2,1,2,5
HU,71,2,2,1,1,4,5
HU,70,2,5,7,1,2,9
HU,28,1,4,2,2,1,5
HU,65,2,6,2,2,2,6
HU,48,1,3,8,1,2,8
HU,60,2,4,10,1,3,5
HU,29,2,4,8,1,1,8
HU,80,1,5,5,1,3,6
HU,32,2,6,9,1,1,7
HU,39,2,5,5,1,2,4
HU,54,2,5,3,2,2,8
HU,17,1,2,2,2,1,8
HU,60,2,2,1,1,3,9
HU,66,2,4,4,1,3,8
HU,23,2,4,7,2,2,8
HU,40,2,6,7,2,2,10
HU,61,2,3,2,1,3,7
HU,65,2,7,10,1,1,8
HU,75,2,5,1,1,1,8
HU,62,1,3,6,1,2,8
HU,79,2,2,3,1,3,7
HU,60,2,4,4,1,3,10
HU,65,2,3,3,1,3,5
HU,79,2,2,2,1,3,3
HU,23,2,2,5,2,2,7
HU,64,1,3,8,1,3,5
HU,86,2,1,6,1,5,5
HU,37,2,4,6,1,2,8
HU,27,2,4,4,2,3,10
HU,39,2,3,6,1,2,6
HU,19,2,4,10,2,1,7
HU,27,2,3,8,2,1,7
HU,63,1,4,10,1,3,8
HU,18,2,3,6,2,1,8
HU,64,1,3,4,1,2,8
HU,21,1,5,10,2,2,9
HU,20,2,4,8,2,2,3
HU,66,2,5,10,1,3,10
HU,34,2,6,10,1,1,10
HU,53,1,4,6,1,2,7
HU,33,2,4,9,2,2,5
HU,69,2,4,2,1,3,5
HU,31,2,4,4,2,3,7
HU,45,1,3,7,1,2,8
HU,23,2,4,3,2,2,3
HU,66,2,2,8,1,2,10
HU,43,2,6,2,2,1,8
HU,35,1,4,5,2,2,9
HU,50,2,3,5,2,2,7
HU,53,1,3,8,1,3,8
HU,59,1,2,1,2,4,2
HU,70,2,4,2,1,3,7
HU,49,1,2,2,2,3,4
HU,53,2,5,9,1,2,7
HU,25,2,3,8,2,2,8
HU,61,1,2,1,2,3,6
HU,25,2,5,4,1,3,9
HU,76,2,2,6,1,4,3
HU,38,2,2,1,1,1,4
HU,55,2,3,3,1,2,6
HU,51,1,3,2,1,2,0
HU,61,1,3,3,1,2,6
HU,71,2,2,1,1,2,8
HU,49,2,4,3,1,3,5
HU,36,2,4,6,1,1,8
HU,67,2,3,6,1,3,4
HU,34,2,4,8,1,2,10
HU,37,2,4,5,1,2,6
HU,56,2,3,6,1,3,3
HU,77,1,4,4,1,2,6
HU,37,1,3,8,1,3,8
HU,41,2,3,10,1,2,6
HU,32,2,5,2,2,1,6
HU,86,1,2,2,1,5,8
HU,90,2,2,9,1,3,9
HU,61,2,5,8,1,2,7
HU,45,2,4,9,1,2,8
HU,49,1,4,8,1,3,7
HU,66,2,3,6,1,3,9
HU,79,2,2,1,1,3,7
HU,51,2,4,5,1,2,10
HU,56,1,3,8,1,2,8
HU,75,2,5,9,1,3,7
HU,34,1,3,2,1,2,8
HU,77,1,3,9,1,3,6
HU,41,1,4,9,1,2,8
HU,53,1,7,8,1,3,7
HU,53,2,5,7,1,2,6
HU,72,1,5,3,2,3,8
HU,52,1,4,7,1,3,4
HU,79,1,3,10,1,3,6
HU,52,1,4,1,1,4,6
HU,74,2,3,1,1,3,6
HU,84,2,2,6,1,3,6
HU,21,1,4,5,2,1,7
HU,46,1,4,9,2,2,8
HU,56,2,7,4,1,2,7
HU,64,2,3,3,2,4,4
HU,90,1,1,7,1,5,6
HU,68,1,3,8,1,3,7
HU,52,2,4,4,1,2,7
HU,46,2,3,5,1,2,5
HU,72,1,3,7,1,2,10
HU,32,2,7,10,1,2,7
HU,87,2,3,4,1,2,8
HU,80,2,2,9,1,4,3
HU,59,1,3,7,2,3,6
HU,54,1,3,4,1,3,8
HU,48,1,3,3,1,3,5
HU,39,2,3,9,1,2,9
HU,31,2,4,10,2,1,10
HU,73,2,2,1,1,5,1
HU,83,2,1,6,1,4,8
HU,55,2,4,5,1,3,8
HU,63,2,3,3,1,4,7
HU,47,2,4,8,1,2,8
HU,39,1,4,3,1,1,8
HU,88,2,2,1,1,3,5
HU,49,2,3,5,1,3,4
HU,51,2,3,2,1,3,6
HU,25,1,3,2,2,2,7
HU,17,1,2,4,2,2,8
HU,84,2,1,6,1,4,5
HU,19,1,4,3,2,1,2
HU,79,2,1,2,2,2,0
HU,75,1,2,9,1,4,6
HU,71,2,4,6,1,2,8
HU,66,1,3,4,1,2,5
HU,34,2,4,9,2,2,4
HU,36,2,3,7,1,3,6
HU,32,2,6,4,2,2,9
HU,72,2,2,6,1,3,6
HU,68,2,5,1,2,3,5
HU,51,2,3,5,2,2,8
HU,85,1,3,2,1,4,7
HU,68,2,2,1,1,3,9
HU,29,2,4,7,1,3,7
HU,60,1,3,3,1,3,5
HU,41,2,3,4,1,1,8
HU,16,2,2,8,2,1,7
HU,78,1,3,9,1,3,9
HU,59,2,4,2,1,3,8
HU,56,1,3,9,1,2,8
HU,27,1,2,3,2,2,3
HU,75,2,4,1,1,3,5
HU,60,2,6,9,1,2,9
HU,88,2,1,1,1,3,9
HU,69,2,4,2,1,3,4
HU,55,1,3,8,1,2,7
HU,61,2,5,5,1,2,8
HU,69,1,4,6,1,2,8
HU,38,1,3,3,2,2,5
HU,47,1,3,7,1,2,6
HU,39,1,3,7,1,2,5
HU,20,1,2,1,2,2,4
HU,69,1,6,8,1,2,8
HU,74,2,4,8,1,3,7
HU,22,1,4,5,2,3,6
HU,59,1,4,3,1,2,6
HU,52,1,2,2,2,3,3
HU,21,1,4,8,2,2,7
HU,54,1,4,9,1,3,6
HU,32,2,2,3,2,2,8
HU,46,1,2,1,1,3,8
HU,54,1,5,9,1,2,8
HU,69,1,3,5,1,1,9
HU,54,2,4,6,2,3,8
HU,56,1,3,7,1,2,6
HU,16,1,2,3,2,2,8
HU,59,2,4,7,1,3,6
HU,67,1,3,6,1,3,4
HU,60,2,2,3,1,4,3
HU,38,1,3,8,2,3,7
HU,53,2,3,8,1,3,7
HU,75,2,2,9,2,3,3
HU,69,1,4,5,1,5,4
HU,36,2,5,10,1,1,8
HU,63,1,3,7,2,5,1
HU,29,2,6,5,2,1,10
HU,69,2,2,1,1,3,3
HU,61,2,4,1,1,2,5
HU,59,2,3,4,1,3,5
HU,27,2,2,1,2,2,4
HU,51,2,4,4,2,2,8
HU,70,1,3,3,2,3,5
HU,66,1,3,4,1,3,4
HU,57,1,3,6,1,2,6
HU,48,2,2,2,1,4,1
HU,24,1,3,5,2,2,3
HU,41,2,4,8,1,1,8
HU,53,1,4,10,1,2,8
HU,39,1,2,2,2,4,3
HU,64,2,7,5,1,2,5
HU,67,2,5,1,2,2,7
HU,47,2,5,2,1,2,8
HU,73,2,3,4,1,3,5
HU,31,1,4,8,2,1,7
HU,69,2,4,4,1,3,4
HU,43,2,6,7,1,2,7
